ID,mushroom_id,cap-shape,cap-surface,cap-color,bruises,number_of_bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
4341,4605,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,woods,p
4342,4606,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods,p
4343,4607,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,woods,p
4344,4608,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,woods,p
4345,4609,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,grasses,p
4346,4610,convex,scaly,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
4347,4611,flat,scaly,buff,bruises,12,None,gills free from stalk,close,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,e
4348,4612,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,grasses,p
4349,4613,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,woods,p
4350,4614,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,woods,p
4351,4615,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,woods,p
4352,4616,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,paths,p
4353,4617,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,woods,p
4354,4618,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,paths,p
4355,4619,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,paths,p
4356,4620,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,p
4357,4621,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,woods,p
4358,4622,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,paths,p
4359,4623,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,grasses,p
4360,4624,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,grasses,p
4361,4625,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,woods,p
4362,4626,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,woods,p
4363,4627,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,paths,p
4364,4628,convex,fibrous,gray,no,0,creosote,gills free from stalk,close,narrow,purple,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,p
4365,4629,flat,smooth,buff,bruises,5,foul,gills free from stalk,close,broad,white,stalk tapers toward base,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,several,grasses,p
4366,4630,flat,fibrous,red,bruises,3,None,gills free from stalk,close,broad,white,stalk tapers toward base,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods,e
4367,4631,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,paths,p
4368,4632,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,woods,p
4369,4633,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,grasses,p
4370,4634,flat,fibrous,gray,bruises,1,None,gills free from stalk,close,broad,purple,stalk tapers toward base,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,woods,e
4371,4635,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,woods,p
4372,4636,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,paths,p
4373,4637,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,paths,p
4374,4638,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,paths,p
4375,4639,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,woods,p
4376,4640,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,grasses,p
4377,4641,flat,smooth,white,bruises,4,foul,gills free from stalk,close,broad,white,stalk tapers toward base,bulbous,smooth,fibrous,white,white,partial,white,1,pendant,chocolate,scattered,urban,p
4378,4642,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,woods,p
4379,4643,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,grasses,p
4380,4644,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,paths,p
4381,4645,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,paths,p
4382,4646,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,woods,p
4383,4647,flat,scaly,purple,no,0,None,gills free from stalk,close,narrow,grayish,stalk enlarges toward base,missing,smooth,fibrous,white,white,partial,white,1,flaring,chocolate,several,woods,e
4384,4648,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,woods,p
4385,4649,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grasses,p
4386,4650,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,grasses,p
4387,4651,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,p
4388,4652,flat,scaly,brown,bruises,8,None,gills free from stalk,close,broad,brown,stalk tapers toward base,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,e
4389,4653,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,paths,p
4390,4654,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,woods,p
4391,4655,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,paths,p
4392,4656,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,grasses,p
4393,4657,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,woods,p
4394,4658,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,paths,p
4395,4659,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,paths,p
4396,4660,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,grasses,p
4397,4661,convex,smooth,white,bruises,3,foul,gills free from stalk,close,broad,grayish,stalk tapers toward base,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,scattered,urban,p
4398,4662,flat,scaly,red,bruises,10,None,gills free from stalk,close,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,e
4399,4663,convex,scaly,purple,no,0,None,gills free from stalk,close,narrow,white,stalk enlarges toward base,missing,smooth,fibrous,white,white,partial,white,1,flaring,chocolate,solitary,woods,e
4400,4664,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,grasses,p
4401,4665,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,woods,p
4402,4666,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,paths,p
4403,4667,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,woods,p
4404,4668,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths,p
4405,4669,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,p
4406,4670,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,grasses,p
4407,4671,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,paths,p
4408,4672,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,paths,p
4409,4673,flat,smooth,pink,bruises,2,None,gills free from stalk,close,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,red,partial,white,2,evanescent,white,clustered,waste,e
4410,4674,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,paths,p
4411,4675,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,paths,p
4412,4676,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,paths,p
4413,4677,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,grasses,p
4414,4678,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,woods,p
4415,4679,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,woods,p
4416,4680,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,paths,p
4417,4681,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,grasses,p
4418,4682,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,woods,p
4419,4683,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,paths,p
4420,4684,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,woods,p
4421,4685,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,paths,p
4422,4686,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,paths,p
4423,4687,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,p
4424,4688,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,grasses,p
4425,4689,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,woods,p
4426,4690,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,grasses,p
4427,4691,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,woods,p
4428,4692,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,paths,p
4429,4693,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,grasses,p
4430,4694,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,paths,p
4431,4695,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,paths,p
4432,4696,flat,scaly,brown,bruises,11,None,gills free from stalk,close,broad,brown,stalk tapers toward base,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,e
4433,4697,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,woods,p
4434,4698,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,paths,p
4435,4699,convex,smooth,gray,bruises,10,foul,gills free from stalk,close,broad,grayish,stalk tapers toward base,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,scattered,grasses,p
4436,4700,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,paths,p
4437,4701,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,paths,p
4438,4702,convex,fibrous,white,no,0,creosote,gills free from stalk,close,narrow,gray,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,p
4439,4703,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,woods,p
4440,4704,flat,smooth,buff,bruises,21,foul,gills free from stalk,close,broad,grayish,stalk tapers toward base,bulbous,fibrous,smooth,white,white,partial,white,1,pendant,chocolate,scattered,urban,p
4441,4705,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,grasses,p
4442,4706,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,woods,p
4443,4707,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,grasses,p
4444,4708,flat,smooth,pink,bruises,14,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,green,several,grasses,p
4445,4709,flat,smooth,buff,bruises,7,foul,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,several,urban,p
4446,4710,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grasses,p
4447,4711,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,grasses,p
4448,4712,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,grasses,p
4449,4713,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,paths,p
4450,4714,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,paths,p
4451,4715,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,paths,p
4452,4716,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,paths,p
4453,4717,flat,scaly,purple,no,0,None,gills free from stalk,close,narrow,purple,stalk enlarges toward base,missing,smooth,fibrous,white,white,partial,white,1,flaring,chocolate,several,woods,e
4454,4718,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,grasses,p
4455,4719,flat,fibrous,red,bruises,2,None,gills free from stalk,close,broad,white,stalk tapers toward base,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods,e
4456,4720,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,grasses,p
4457,4721,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,grasses,p
4458,4723,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,grasses,p
4459,4724,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,woods,p
4460,4725,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,grasses,p
4461,4726,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,paths,p
4462,4727,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,grasses,p
4463,4728,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,woods,p
4464,4729,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,grasses,p
4465,4730,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,paths,p
4466,4731,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,grasses,p
4467,4732,flat,scaly,brown,bruises,9,None,gills free from stalk,close,broad,brown,stalk tapers toward base,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods,e
4468,4733,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,grasses,p
4469,4734,flat,fibrous,red,bruises,16,None,gills free from stalk,close,broad,white,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,e
4470,4735,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,woods,p
4471,4736,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths,p
4472,4737,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,paths,p
4473,4738,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths,p
4474,4739,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,woods,p
4475,4740,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,woods,p
4476,4741,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,paths,p
4477,4742,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,grasses,p
4478,4743,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods,p
4479,4744,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,paths,p
4480,4745,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,p
4481,4746,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,woods,p
4482,4747,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths,p
4483,4748,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods,p
4484,4749,convex,fibrous,pink,no,0,creosote,gills free from stalk,crowded,narrow,pink,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,p
4485,4750,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,woods,p
4486,4751,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,p
4487,4752,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,grasses,p
4488,4753,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,woods,p
4489,4754,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,paths,p
4490,4755,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,paths,p
4491,4756,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,woods,p
4492,4757,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,woods,p
